,ID,Surveyed Date,Surveyed Time,Surveyed End Date,What brings you to this neighborhood today?,How often do you visit the neighborhood?,How much time do you typically spend when you visit?,How do you typically get to this neighborhood? Select Primary (next: secondary),How do you typically get to this neighborhood? (select secondary),How much money do you typically spend when you visit? (at businesses in the area),"In this neighborhood, how often do you recognize someone by face or name?",This neighborhood is clean and well-maintained?,This neighborhood is safe?,This neighborhood is attractive?,This neighborhood is active and lively?,This neighborhood is a place where its easy to talk to others? (who I may not have known before),This neighborhood has a strong identity?,This neighborhood is in an area with a lot of noise?,"When you visit the neighborhood, how often are you accompanied by anyone under 16 years old?","When you visit the neighborhood, how often are you accompanied by anyone over 65 years old?","When you visit the neighborhood, how often are you accompanied by anyone mobility assisted?","When you visit the neighborhood, how often are you accompanied by anyone who is a family member?",What year were you born?,Your gender identity?,Your ethnic identity?,Your racial identity?,What is your home zipcode?,Is it raining?,Location,Location Between,Location Between AND,Side of street for this interview,I live here,I work here,Passing through en route to somewhere else,Clinic,To meet friends,To shop,Dentist,Joining brother at the dentist,For music / art,Going to/from school,To dine / drink,Attractions,Fun,Fresh air,Volunteer,lat,lng,frmt_addrss,zipcode,area,lat_lng_geotype
211,9470060,06/06/2015,14:58:01,06/06/2015 03:00:00 PM,Passing through en route to somewhere else,Several times a week,10-30 minutes,On foot,Bus,$10-30,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,,Moderately Agree,Sometimes,Never,Never,Sometimes,1973.0,Male,Hispanic or Latino,White,91754.0,,Cesar Chavez,,,South,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
212,9515460,06/06/2015,14:59:47,06/06/2015 03:02:00 PM,"Passing through en route to somewhere else, To shop",Once a month,,Streetcar/Train,Bus,Greater than $30,Never,Moderately Disagree,,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,1982.0,Female,Non-Hispanic,White,90004.0,No,Hollywood,whitley,cherokee,South,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,34.1015921,-118.3333515,Hollywood Boulevard & Whitley Avenue,90028,Central LA,GEOMETRIC_CENTER
213,9515492,06/06/2015,15:02:19,06/06/2015 03:05:00 PM,For music / art,Once a week,,Streetcar/Train,,None,Never,Moderately Agree,,Moderately Agree,Moderately Agree,Moderately Agree,,Moderately Disagree,Never,Never,Never,Never,1992.0,Female,Non-Hispanic,Black,90016.0,No,Hollywood,la brea,Gower ,South,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,34.1015982,-118.3452602,Hollywood Boulevard & North La Brea Avenue,90046,Central LA,GEOMETRIC_CENTER
214,9515493,06/06/2015,15:07:28,06/06/2015 03:09:00 PM,I Live Here,Daily,,On foot,Bus,$5-10,Very often,Moderately Disagree,Moderately Agree,,,,,,,,,,,,,,,No,Hollywood,la brea,Gower ,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.1015982,-118.3452602,Hollywood Boulevard & North La Brea Avenue,90046,Central LA,GEOMETRIC_CENTER
215,9515494,06/06/2015,15:11:17,06/06/2015 03:15:00 PM,I Live Here,Daily,,Streetcar/Train,On foot,$5-10,Sometimes,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Strongly Agree,Never,Sometimes,Never,Never,1995.0,Male,Hispanic or Latino,Latin ,90028.0,No,Hollywood,la brea,Gower ,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.1015982,-118.3452602,Hollywood Boulevard & North La Brea Avenue,90046,Central LA,GEOMETRIC_CENTER
216,9470061,06/06/2015,15:14:58,06/06/2015 03:17:00 PM,Passing through en route to somewhere else,Once a week,< 10 minutes,Car,On foot,$10-30,Never,,,Moderately Disagree,,,,,Sometimes,Never,Never,Sometimes,1976.0,Male,Hispanic or Latino,White,90023.0,No,Cesar Chavez,,,South,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
217,9515461,06/06/2015,15:16:30,06/06/2015 03:18:00 PM,To shop,,,Streetcar/Train,On foot,Greater than $30,Never,Strongly Disagree,,Strongly Disagree,Strongly Agree,,Strongly Agree,Strongly Agree,Never,Never,Never,Never,1994.0,Female,Hispanic or Latino,White,90005.0,No,Hollywood,highland,orange,North,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,34.1015539,-118.3387191,Hollywood Boulevard & North Highland Avenue,90028,Central LA,GEOMETRIC_CENTER
218,9515495,06/06/2015,15:17:32,06/06/2015 03:24:00 PM,To dine / drink,Several times a week,,Bus,On foot,Greater than $30,Often,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,Never,Never,Never,Never,1946.0,Male,Non-Hispanic,White,90026.0,No,Hollywood,la brea,Gower ,South,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,34.1015982,-118.3452602,Hollywood Boulevard & North La Brea Avenue,90046,Central LA,GEOMETRIC_CENTER
219,9515462,06/06/2015,15:29:42,06/06/2015 03:31:00 PM,To shop,,,Streetcar/Train,Bus,$10-30,Never,Moderately Disagree,Moderately Agree,,Strongly Agree,,Strongly Agree,Strongly Agree,Never,Never,Never,Sometimes,1987.0,Female,Non-Hispanic,Native Hawaiian or Pac Islander,90029.0,No,Hollywood,highland,orange,South,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,34.1015539,-118.3387191,Hollywood Boulevard & North Highland Avenue,90028,Central LA,GEOMETRIC_CENTER
220,9515464,06/06/2015,15:40:29,06/06/2015 03:42:00 PM,"I Live Here, I Work Here, For music / art, To meet friends, To dine / drink, To shop",Daily,,On foot,Bus,$10-30,Often,Strongly Disagree,Moderately Disagree,,Strongly Agree,Moderately Disagree,Strongly Agree,Strongly Agree,Never,Never,Never,Sometimes,1985.0,Male,Non-Hispanic,White,90028.0,No,Hollywood,whitley,schrader,South,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,34.1015921,-118.3333515,Hollywood Boulevard & Whitley Avenue,90028,Central LA,GEOMETRIC_CENTER
221,9470065,06/06/2015,15:40:52,06/06/2015 03:41:00 PM,I Live Here,Daily,10-30 minutes,On foot,Bus,$10-30,Sometimes,Moderately Disagree,Moderately Disagree,,,,,Moderately Agree,Sometimes,Never,Never,Sometimes,,Female,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
222,9470066,06/06/2015,15:43:51,06/06/2015 03:46:00 PM,I Live Here,Daily,30 minutes - 1 hour,On foot,Bus,$10-30,Often,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Sometimes,Never,Never,Sometimes,1992.0,Female,Hispanic or Latino,White,90063.0,No,Cesar Chavez,,,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
223,9470067,06/06/2015,15:47:28,06/06/2015 03:50:00 PM,"Passing through en route to somewhere else, To meet friends",Once a week,,Bus,Bus,$10-30,Never,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,,Moderately Agree,Never,Never,Never,Never,1989.0,Male,Hispanic or Latino,White,98315.0,No,Cesar Chavez,,,South,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,
224,9470068,06/06/2015,15:53:55,06/06/2015 03:57:00 PM,I Live Here,Daily,10-30 minutes,On foot,Bus,$10-30,Sometimes,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,,,Never,Sometimes,Never,Sometimes,,Female,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
225,9515465,06/06/2015,15:55:19,06/06/2015 03:56:00 PM,"I Live Here, I Work Here,  For music / art, To meet friends, To dine / drink",Daily,,On foot,Streetcar/Train,Greater than $30,Very often,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,1990.0,Male,Non-Hispanic,White,90028.0,No,Hollywood,argyle,el centro,South,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,34.101644,-118.3252158,Hollywood Boulevard & Argyle Avenue,90028,Central LA,GEOMETRIC_CENTER
226,9470069,06/06/2015,15:58:33,06/06/2015 04:00:00 PM,Passing through en route to somewhere else,Several times a month,30 minutes - 1 hour,Bus,Bus,$10-30,Never,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,,Moderately Agree,Sometimes,Never,Never,Sometimes,1991.0,Female,Hispanic or Latino,White,90063.0,No,Cesar Chavez,,,South,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
227,9515496,06/06/2015,16:14:27,06/06/2015 04:28:00 PM,I Live Here,Daily,,Streetcar/Train,Bus,$10-30,Very often,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,,Moderately Agree,Moderately Agree,Sometimes,Often,Sometimes,Sometimes,1952.0,Male,Hispanic or Latino,White,90028.0,No,Hollywood,la brea,Gower ,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.1015982,-118.3452602,Hollywood Boulevard & North La Brea Avenue,90046,Central LA,GEOMETRIC_CENTER
228,9515497,06/06/2015,16:34:39,06/06/2015 04:38:00 PM,I Work Here,Daily,,On foot,Bus,$10-30,Very often,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Sometimes,1977.0,Male,Non-Hispanic,White,90027.0,No,Hollywood,la brea,Gower ,South,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,34.1015982,-118.3452602,Hollywood Boulevard & North La Brea Avenue,90046,Central LA,GEOMETRIC_CENTER
229,9515498,06/06/2015,16:41:48,06/06/2015 04:45:00 PM,I Live Here,Daily,,Bus,Streetcar/Train,$5-10,Very often,,,,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Never,Sometimes,Never,Often,1959.0,Male,Non-Hispanic,Black,90028.0,No,Hollywood,la brea,Gower ,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.1015982,-118.3452602,Hollywood Boulevard & North La Brea Avenue,90046,Central LA,GEOMETRIC_CENTER
230,9515500,06/06/2015,16:46:40,06/06/2015 04:54:00 PM,Passing through en route to somewhere else,Several times a week,< 10 minutes,Streetcar/Train,Bus,None,Sometimes,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Disagree,Strongly Agree,Moderately Disagree,Never,Sometimes,Never,Never,1950.0,Male,Non-Hispanic,Black,90046.0,No,Hollywood,la brea,Gower ,South,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,34.1015982,-118.3452602,Hollywood Boulevard & North La Brea Avenue,90046,Central LA,GEOMETRIC_CENTER
231,9515501,06/06/2015,16:58:15,06/06/2015 05:02:00 PM,I Live Here,Daily,,On foot,Streetcar/Train,$10-30,Often,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Agree,Moderately Disagree,Strongly Agree,Strongly Agree,Never,Never,Never,Sometimes,1972.0,Male,Non-Hispanic,White,90028.0,No,Hollywood,la brea,Gower ,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.1015982,-118.3452602,Hollywood Boulevard & North La Brea Avenue,90046,Central LA,GEOMETRIC_CENTER
232,9515503,06/06/2015,17:32:42,06/06/2015 05:37:00 PM,To meet friends,Daily,30 minutes - 1 hour,Bike,Streetcar/Train,$10-30,Often,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Never,1971.0,Male,Non-Hispanic,White,91505.0,No,Hollywood,la brea,Gower ,South,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,34.1015982,-118.3452602,Hollywood Boulevard & North La Brea Avenue,90046,Central LA,GEOMETRIC_CENTER
233,9515504,06/06/2015,17:38:29,06/06/2015 05:41:00 PM,To meet friends,,,Car,,$10-30,Sometimes,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Never,Never,Never,Sometimes,1985.0,Male,Non-Hispanic,White,90825.0,No,Hollywood,la brea,Gower ,South,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,34.1015982,-118.3452602,Hollywood Boulevard & North La Brea Avenue,90046,Central LA,GEOMETRIC_CENTER
234,9515505,06/06/2015,17:41:46,06/06/2015 05:48:00 PM,attractions ,Several times a week,,On foot,Bus,$5-10,Often,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Often,Never,1973.0,Male,,multicultural ,90064.0,No,Hollywood,la brea,Gower ,South,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,34.1015982,-118.3452602,Hollywood Boulevard & North La Brea Avenue,90046,Central LA,GEOMETRIC_CENTER
235,9515506,06/06/2015,17:52:16,06/06/2015 05:54:00 PM,I Work Here,,,Car,On foot,$10-30,Never,Moderately Disagree,Moderately Disagree,Strongly Disagree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Agree,Never,Sometimes,Never,Sometimes,1984.0,Female,Non-Hispanic,White,90034.0,No,Hollywood,la brea,Gower ,South,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,34.1015982,-118.3452602,Hollywood Boulevard & North La Brea Avenue,90046,Central LA,GEOMETRIC_CENTER
236,9515508,06/06/2015,17:58:06,06/06/2015 06:02:00 PM,I Work Here,Daily,,On foot,,$5-10,Very often,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Never,1964.0,Male,Non-Hispanic,Black,90028.0,No,Hollywood,la brea,Gower ,South,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,34.1015982,-118.3452602,Hollywood Boulevard & North La Brea Avenue,90046,Central LA,GEOMETRIC_CENTER
237,9525747,06/09/2015,7:05:37,06/09/2015 07:08:00 AM,I Work Here,Daily,,Bus,Bus,None,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,,Moderately Disagree,,,Never,Never,Never,Never,1973.0,Male,Hispanic or Latino,White,90255.0,Yes,Cesar Chavez,,,South,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
238,9525748,06/09/2015,7:09:07,06/09/2015 07:11:00 AM,Passing through en route to somewhere else,Daily,10-30 minutes,Bus,Bus,None,Sometimes,Moderately Disagree,Moderately Disagree,,,,,,Never,Never,Never,Never,,Female,Hispanic or Latino,White,,Yes,Cesar Chavez,,,South,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
239,9525749,06/09/2015,7:30:46,06/09/2015 07:34:00 AM,I Live Here,Daily,10-30 minutes,On foot,Bus,$10-30,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,,,Moderately Disagree,Never,Sometimes,Never,Never,1963.0,Male,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
240,9525750,06/09/2015,7:34:48,06/09/2015 07:44:00 AM,Passing through en route to somewhere else,Daily,10-30 minutes,On foot,On foot,Less than $5,Sometimes,Moderately Agree,Moderately Agree,,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Sometimes,Never,Never,Sometimes,1965.0,Female,Hispanic or Latino,White,90033.0,Yes,Cesar Chavez,,,North,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
241,9525751,06/09/2015,7:45:48,06/09/2015 07:50:00 AM,I Live Here,Daily,30 minutes - 1 hour,On foot,On foot,$10-30,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,,Moderately Agree,Never,Sometimes,,Sometimes,,Female,Hispanic or Latino,White,90033.0,No,Cesar Chavez,soto,Evergreen,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.046803,-118.2078025,East Cesar E Chavez Avenue & North Soto Street,90033,Central LA,GEOMETRIC_CENTER
242,9525752,06/09/2015,7:54:05,06/09/2015 07:56:00 AM,I Work Here,Daily,,Bus,Bus,None,Often,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,,Moderately Disagree,Never,Never,Never,Never,1964.0,Female,Non-Hispanic,Asian,90703.0,No,Cesar Chavez,soto,Evergreen,North,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,34.046803,-118.2078025,East Cesar E Chavez Avenue & North Soto Street,90033,Central LA,GEOMETRIC_CENTER
243,9525753,06/09/2015,7:59:50,06/09/2015 08:02:00 AM,I Live Here,Daily,10-30 minutes,On foot,Car,Less than $5,Sometimes,Moderately Disagree,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Sometimes,1989.0,Female,Hispanic or Latino,White,90033.0,Yes,Cesar Chavez,soto,Evergreen,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.046803,-118.2078025,East Cesar E Chavez Avenue & North Soto Street,90033,Central LA,GEOMETRIC_CENTER
244,9525754,06/09/2015,8:03:19,06/09/2015 08:05:00 AM,I Live Here,Daily,10-30 minutes,On foot,On foot,,Sometimes,Moderately Disagree,Moderately Disagree,,,,,Moderately Agree,Sometimes,,,Sometimes,,Female,Hispanic or Latino,Native Hawaiian or Pac Islander,90033.0,No,Cesar Chavez,,,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
245,9525755,06/09/2015,8:06:21,06/09/2015 08:09:00 AM,To shop,Several times a month,10-30 minutes,Bus,On foot,None,Never,Moderately Agree,Moderately Agree,Moderately Disagree,,,,Moderately Agree,Never,Never,Never,Never,,Male,Hispanic or Latino,White,,No,Cesar Chavez,,,North,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
246,9525756,06/09/2015,8:22:11,06/09/2015 08:32:00 AM,I Live Here,Several times a week,< 10 minutes,On foot,On foot,$10-30,Sometimes,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Agree,Never,Never,Never,Sometimes,1991.0,Female,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
247,9525757,06/09/2015,8:38:57,06/09/2015 08:41:00 AM,I Live Here,Daily,10-30 minutes,On foot,On foot,Greater than $30,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Sometimes,Never,Never,Sometimes,1992.0,Female,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
248,9525758,06/09/2015,8:47:59,06/09/2015 08:50:00 AM,I Live Here,Daily,10-30 minutes,On foot,On foot,$10-30,Sometimes,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Sometimes,Never,Sometimes,1988.0,Male,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
249,9525759,06/09/2015,9:07:38,06/09/2015 09:09:00 AM,I Live Here,Several times a week,,On foot,On foot,Greater than $30,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,,Moderately Agree,Moderately Disagree,Sometimes,Never,Never,Sometimes,1990.0,Female,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
250,9525760,06/09/2015,9:13:35,06/09/2015 09:15:00 AM,Passing through en route to somewhere else,Several times a month,,Bus,Bus,$10-30,Never,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,,,,Sometimes,Never,Never,Sometimes,1985.0,Female,Hispanic or Latino,White,90255.0,No,Cesar Chavez,,,North,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
251,9525761,06/09/2015,9:16:15,06/09/2015 09:18:00 AM,Passing through en route to somewhere else,Several times a week,10-30 minutes,Bus,Bus,$5-10,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Agree,,Moderately Agree,,Moderately Agree,Never,Never,Never,Never,1965.0,Male,Hispanic or Latino,White,,No,Cesar Chavez,,,North,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
252,9525762,06/09/2015,9:19:18,06/09/2015 09:22:00 AM,I Live Here,Several times a week,30 minutes - 1 hour,On foot,Bus,$10-30,Often,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Sometimes,Sometimes,Sometimes,Sometimes,,Female,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
253,9525763,06/09/2015,9:22:28,06/09/2015 09:25:00 AM,I Live Here,Daily,10-30 minutes,On foot,Bus,None,Very often,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,,Never,Never,Never,Never,,Female,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
254,9525764,06/09/2015,9:27:04,06/09/2015 09:34:00 AM,I Live Here,Daily,30 minutes - 1 hour,On foot,Bus,Greater than $30,Often,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Sometimes,1974.0,Male,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
255,9525765,06/09/2015,10:00:28,06/09/2015 10:03:00 AM,I Live Here,Several times a week,10-30 minutes,On foot,On foot,None,Very often,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Agree,Sometimes,Never,Never,Sometimes,1978.0,Male,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
256,9525766,06/09/2015,10:13:01,06/09/2015 10:15:00 AM,I Live Here,Daily,,On foot,On foot,$5-10,Sometimes,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Agree,Never,Never,Never,Never,1991.0,Male,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
257,9525767,06/09/2015,10:19:48,06/09/2015 10:24:00 AM,I Live Here,Daily,10-30 minutes,On foot,On foot,$5-10,Sometimes,Moderately Disagree,Moderately Agree,Moderately Agree,,Moderately Agree,Moderately Agree,,Never,Never,Never,Never,1953.0,Male,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
258,9525768,06/09/2015,10:29:03,06/09/2015 10:31:00 AM,Passing through en route to somewhere else,Once a week,10-30 minutes,Bus,Bus,None,Never,Moderately Disagree,Moderately Agree,,Moderately Agree,Moderately Agree,,,Never,Never,Never,Never,1984.0,Male,Hispanic or Latino,White,90063.0,No,Cesar Chavez,,,North,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
259,9525769,06/09/2015,10:44:03,06/09/2015 10:47:00 AM,Passing through en route to somewhere else,Daily,30 minutes - 1 hour,Bus,Bus,$10-30,Sometimes,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Often,Never,Never,Sometimes,1990.0,Female,Hispanic or Latino,White,90033.0,No,Cesar Chavez,soto,St. Louis,South,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,34.046803,-118.2078025,East Cesar E Chavez Avenue & North Soto Street,90033,Central LA,GEOMETRIC_CENTER
260,9525770,06/09/2015,10:47:37,06/09/2015 10:49:00 AM,Passing through en route to somewhere else,Several times a week,10-30 minutes,Bus,On foot,$10-30,Sometimes,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Sometimes,Never,Never,Sometimes,1991.0,Male,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,South,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
261,9525771,06/09/2015,10:49:10,06/09/2015 10:50:00 AM,I Live Here,Several times a week,10-30 minutes,On foot,Bus,$10-30,Sometimes,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Sometimes,Never,Never,Sometimes,1998.0,Female,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
262,9525772,06/09/2015,10:50:32,06/09/2015 10:51:00 AM,I Live Here,Several times a week,10-30 minutes,On foot,Bus,$10-30,Sometimes,Moderately Disagree,Don't Know / No Opinion,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Sometimes,Never,Never,Sometimes,1997.0,Male,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
263,9525773,06/09/2015,11:51:41,06/09/2015 11:54:00 AM,fun,Several times a month,,Car,On foot,$5-10,Sometimes,Moderately Disagree,,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Never,Never,Never,Never,1982.0,Male,Non-Hispanic,Black,90250.0,No,Cesar Chavez,soto,St. Louis,South,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,34.046803,-118.2078025,East Cesar E Chavez Avenue & North Soto Street,90033,Central LA,GEOMETRIC_CENTER
264,9525774,06/09/2015,12:00:09,06/09/2015 12:03:00 PM,I Live Here,Once a month,10-30 minutes,On foot,Bus,$10-30,Sometimes,Moderately Disagree,,,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Sometimes,Never,Never,Sometimes,1987.0,Male,Hispanic or Latino,White,90033.0,No,Cesar Chavez,soto,Evergreen,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.046803,-118.2078025,East Cesar E Chavez Avenue & North Soto Street,90033,Central LA,GEOMETRIC_CENTER
265,9525775,06/09/2015,12:04:51,06/09/2015 12:09:00 PM,To shop,Several times a month,30 minutes - 1 hour,Bus,Bus,$10-30,Never,Moderately Disagree,Don't Know / No Opinion,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Never,,Female,Hispanic or Latino,White,90063.0,No,Cesar Chavez,,,North,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
266,9525776,06/09/2015,12:09:23,06/09/2015 12:12:00 PM,Passing through en route to somewhere else,Several times a week,10-30 minutes,Bike,Bus,Less than $5,Never,Moderately Disagree,,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Never,1993.0,Male,Hispanic or Latino,White,90031.0,No,Cesar Chavez,,,North,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
267,9525777,06/09/2015,12:13:56,06/09/2015 12:17:00 PM,I Live Here,Several times a week,10-30 minutes,On foot,Bus,,,Moderately Disagree,Moderately Disagree,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Never,,Female,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
